,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,name
52,474,42,37,25,44,45,29,58,46,194,306,49,53,32,51,49,30,65,53,308,ardper
53,600,38,29,18,31,45,22,45,32,134,408,54,48,28,39,63,32,59,40,223,ardper
54,477,41,35,23,41,49,30,59,45,194,305,52,50,32,52,52,29,65,53,305,ardper
55,603,37,29,19,30,44,22,45,32,134,415,47,47,31,41,63,31,55,42,222,ardper
56,601,37,29,19,32,44,21,47,31,134,405,51,48,31,39,65,33,54,42,228,ardper
57,531,33,26,24,52,33,20,33,31,212,363,44,46,32,42,49,34,54,46,285,ardper
58,659,36,28,23,33,31,22,36,27,98,511,40,40,31,37,36,31,43,33,193,awjsud
59,496,39,31,31,52,33,26,42,40,206,347,44,45,30,43,47,33,58,54,294,awjsud
60,498,42,36,28,53,39,29,55,44,170,335,46,45,34,52,51,36,56,51,288,awjsud
61,478,48,39,32,50,39,32,55,45,177,316,48,49,33,53,49,36,60,55,296,awjsud
62,486,42,37,26,46,42,32,61,49,175,321,53,48,33,50,51,35,55,54,295,awjsud
63,487,45,38,29,50,43,32,56,47,169,313,49,48,36,54,49,38,60,51,297,awjsud
64,485,47,39,29,48,38,32,59,46,172,322,48,49,34,54,51,36,57,51,292,awjsud
65,496,42,36,25,47,43,30,57,47,171,332,49,46,34,50,49,34,56,52,293,awjsud
66,655,36,27,21,34,33,21,37,29,100,502,42,41,30,39,38,29,44,36,193,awjsud
67,658,35,27,22,34,31,24,40,26,98,518,42,39,27,36,36,26,44,36,190,awjsud
68,589,35,25,26,60,25,15,26,23,170,452,37,38,26,44,39,28,44,40,247,awjsud
69,541,40,28,33,52,30,22,30,28,192,400,42,44,30,41,44,29,51,49,264,awjsud
70,671,33,23,15,24,36,21,41,26,105,504,51,43,28,32,48,31,44,32,183,boylee
71,540,36,30,18,37,44,27,55,40,168,381,44,42,27,44,51,32,56,45,272,boylee
72,521,37,31,18,34,45,29,61,43,176,332,51,53,31,47,53,38,59,51,280,boylee
73,497,44,33,21,36,49,29,61,43,181,306,52,53,36,48,53,40,62,53,291,boylee
74,513,40,33,19,35,45,30,60,41,178,322,51,52,34,48,53,39,59,52,286,boylee
75,499,42,34,21,38,46,29,62,42,182,318,47,49,35,47,55,39,61,53,292,boylee
76,675,29,23,13,24,34,19,40,27,110,499,52,48,30,33,46,30,41,32,183,boylee
77,500,43,34,21,38,46,30,60,44,179,319,51,50,35,48,53,42,59,52,287,boylee
78,663,33,24,14,26,38,22,41,28,106,502,47,45,28,33,48,31,43,33,184,boylee
79,672,30,22,13,24,35,20,40,26,112,495,51,47,27,34,54,30,43,33,182,boylee
80,666,33,23,15,25,33,19,39,27,114,491,49,46,29,34,53,30,41,32,189,boylee
81,617,36,24,17,29,40,20,43,29,139,441,53,49,30,39,55,34,49,36,210,boylee
82,553,37,28,17,36,41,24,50,38,170,375,57,53,29,39,50,32,55,44,261,boylee
83,540,36,29,18,33,45,28,57,37,172,356,50,48,29,46,53,35,57,48,273,boylee
84,558,37,32,19,33,45,29,58,41,143,397,50,51,28,42,48,29,58,49,243,bschap
85,546,43,32,19,31,51,28,63,41,141,354,57,56,32,50,49,32,65,57,240,bschap
86,558,41,33,20,33,50,28,61,40,129,367,56,56,31,49,50,33,67,55,231,bschap
87,549,42,35,21,32,49,29,62,42,135,359,58,55,31,50,50,33,65,56,237,bschap
88,558,40,34,20,33,48,29,58,42,133,366,56,56,32,49,47,33,66,58,232,bschap
89,552,41,33,19,32,51,30,62,40,136,359,60,55,32,50,50,31,68,54,237,bschap
90,554,41,33,19,34,48,28,59,42,137,369,55,53,32,48,49,31,64,55,239,bschap
91,553,39,32,18,33,50,29,56,42,143,379,54,54,29,43,53,32,60,50,241,bschap
92,561,36,33,19,35,43,29,55,41,143,395,50,50,26,44,51,31,54,51,244,bschap
93,550,39,34,20,35,44,28,55,43,148,387,50,49,28,45,53,30,55,49,249,bschap
94,552,37,33,18,33,51,29,59,42,142,389,49,50,28,44,51,31,61,50,240,bschap
95,528,36,35,24,38,45,28,54,44,164,364,47,49,29,47,48,30,64,56,260,bschap
96,535,42,34,23,35,45,29,59,43,151,358,55,54,32,48,46,32,60,55,255,bschap
97,431,36,33,22,48,31,26,56,48,262,314,36,38,30,47,38,27,49,47,370,cadugd
98,420,39,36,28,48,36,27,58,50,254,292,42,44,32,51,38,28,52,49,366,cadugd
99,417,38,37,26,48,38,27,58,52,253,291,42,46,29,52,37,28,55,50,367,cadugd
100,416,39,37,27,50,38,29,56,50,252,292,40,46,29,49,41,26,54,51,367,cadugd
101,415,40,36,27,55,35,26,55,53,252,285,42,48,31,47,43,29,55,52,363,cadugd
102,438,34,33,23,52,35,28,57,48,247,320,39,43,28,49,32,25,51,46,362,cadugd
103,412,42,37,27,55,35,27,57,52,251,277,44,49,30,50,40,29,56,49,371,cadugd
104,424,36,34,24,47,36,27,57,50,260,299,38,43,32,49,36,30,50,45,373,cadugd
105,450,32,31,20,47,33,24,54,48,255,333,34,37,31,46,38,26,47,46,357,cadugd
106,453,30,27,22,55,30,21,44,42,272,333,37,40,28,44,35,25,47,44,361,cadugd
107,463,32,32,23,45,36,25,49,45,244,339,39,43,30,46,40,27,49,44,338,cadugd
108,436,30,27,26,61,27,19,36,36,297,326,37,42,28,40,33,27,49,49,364,cadugd
109,416,35,34,24,50,38,26,57,52,263,287,41,44,31,49,42,25,51,49,375,cadugd
110,459,35,34,25,44,38,31,58,49,223,333,43,47,30,42,42,31,58,50,320,cdlarg
111,368,30,29,29,83,29,24,38,39,325,267,32,43,25,49,38,23,58,54,406,cdlarg
112,377,40,37,31,61,40,37,63,57,252,252,40,44,29,51,36,32,68,60,383,cdlarg
113,414,40,37,28,54,41,37,63,52,228,287,41,42,29,45,42,31,64,55,359,cdlarg
114,421,38,39,28,49,40,36,62,53,229,293,42,45,29,46,44,30,62,55,350,cdlarg
115,409,40,38,28,51,42,38,64,52,233,280,40,46,31,45,46,31,64,55,358,cdlarg
116,430,40,39,29,47,40,34,59,51,227,295,41,47,29,46,45,32,63,53,342,cdlarg
117,465,36,33,25,43,39,31,56,47,222,327,43,47,30,45,41,29,61,50,322,cdlarg
118,471,35,33,24,43,36,29,54,48,222,336,42,45,31,46,42,30,55,50,318,cdlarg
119,472,34,30,26,48,37,28,50,44,225,342,43,47,29,40,41,31,53,47,320,cdlarg
120,539,33,27,23,35,33,25,46,40,194,403,43,43,33,36,42,35,48,41,270,cdlarg
121,412,31,26,28,76,28,18,30,27,320,297,36,42,25,44,51,25,55,46,374,cdlarg
122,475,41,39,24,44,42,31,61,49,189,325,41,47,31,51,57,32,58,53,300,cfloro
123,414,44,39,26,56,44,29,62,54,227,263,41,49,31,54,59,36,59,60,344,cfloro
124,410,42,38,29,61,41,28,59,49,239,270,43,44,31,54,53,32,61,56,352,cfloro
125,419,45,39,29,56,40,27,58,48,233,269,44,48,33,56,49,33,63,59,340,cfloro
126,406,45,37,30,62,43,27,56,49,238,275,42,43,31,55,41,35,60,61,352,cfloro
127,434,40,38,26,54,40,30,62,53,218,297,39,41,30,53,50,30,60,54,343,cfloro
128,458,39,36,24,46,40,30,64,51,206,316,35,41,30,53,56,30,60,52,323,cfloro
129,451,40,39,26,44,42,32,62,51,208,322,37,41,30,53,49,31,56,54,323,cfloro
130,443,42,39,22,46,42,31,63,52,214,306,38,43,28,56,50,31,55,56,332,cfloro
131,481,40,38,23,46,43,28,63,48,184,324,44,49,31,52,56,32,60,52,293,cfloro
132,472,41,39,26,45,44,30,59,50,189,334,40,45,28,51,54,32,57,51,303,cfloro
133,464,42,42,26,44,44,31,62,52,188,307,44,51,32,52,57,33,60,54,304,cfloro
134,453,43,35,30,60,41,24,43,40,225,299,44,50,33,47,54,33,59,59,316,cfloro
135,448,46,42,29,43,45,33,64,54,189,302,47,51,32,54,49,30,59,54,315,cladam
136,404,49,44,29,44,44,35,72,60,214,257,47,51,35,57,49,30,62,56,350,cladam
137,415,50,45,30,44,48,33,67,56,207,277,48,49,31,55,51,31,61,56,336,cladam
138,417,47,41,30,46,47,34,69,57,208,276,46,49,28,56,51,30,64,60,335,cladam
139,430,44,39,27,44,46,34,68,57,206,293,43,47,29,53,52,28,61,55,334,cladam
140,428,45,40,27,43,49,33,69,56,204,282,46,49,31,54,56,30,60,57,331,cladam
141,454,45,41,29,43,45,32,64,54,189,305,48,49,32,55,51,31,57,55,310,cladam
142,439,48,43,29,41,46,33,66,55,193,302,45,52,33,55,47,31,59,53,318,cladam
143,425,47,42,29,49,47,33,67,57,198,285,48,49,33,58,48,32,61,57,325,cladam
144,414,50,46,30,45,48,34,69,58,200,276,47,50,32,55,52,32,62,59,330,cladam
145,415,44,41,27,47,46,35,66,58,216,273,45,50,31,55,51,31,64,57,337,cladam
146,511,41,36,28,47,44,31,54,43,161,352,47,51,38,47,49,38,56,47,269,cywan
147,512,39,37,26,47,44,30,53,44,162,347,49,51,37,52,49,38,54,49,269,cywan
148,514,42,36,25,45,43,29,55,42,165,359,46,47,35,50,45,36,57,49,271,cywan
149,505,41,37,24,47,43,30,58,44,167,352,45,48,36,50,46,36,57,51,273,cywan
150,514,39,36,23,45,43,29,55,44,166,356,48,48,35,49,47,36,58,49,270,cywan
151,506,41,36,24,45,44,32,56,45,165,356,43,47,34,50,45,35,59,50,275,cywan
152,519,41,36,25,43,43,32,57,42,158,360,45,48,36,49,51,34,59,47,265,cywan
153,526,41,35,25,43,43,29,54,42,157,362,47,50,36,46,52,34,55,48,265,cywan
154,527,40,34,22,42,44,30,57,42,157,368,48,46,34,47,51,33,55,48,264,cywan
155,520,41,36,25,43,45,31,56,42,156,355,47,51,34,48,55,35,57,48,265,cywan
156,542,48,40,26,42,46,29,51,36,134,348,53,59,38,50,65,39,61,49,233,cywan
157,521,40,36,25,44,47,29,53,42,158,355,49,51,37,50,52,35,56,47,262,cywan
158,539,47,38,27,39,48,30,55,38,133,345,51,58,40,49,67,40,58,50,236,cywan
159,547,44,38,27,40,51,29,50,38,130,351,52,54,40,47,63,40,65,50,233,cywan
160,549,45,37,24,41,50,29,51,37,133,353,51,54,40,50,61,42,60,51,233,cywan
161,527,47,38,28,40,52,33,54,38,137,333,52,54,42,48,61,43,66,52,243,cywan
162,545,38,31,28,52,33,21,33,32,181,359,50,54,37,41,57,36,56,47,258,cywan
163,483,47,42,25,48,47,29,58,46,169,309,50,55,36,55,56,35,63,51,285,cywan
164,491,43,37,29,64,39,23,40,36,192,319,50,50,37,56,53,34,60,50,286,cywan
165,449,53,39,33,50,50,30,57,43,190,271,50,47,38,56,59,42,66,55,312,dakram
166,339,39,36,31,63,34,28,50,49,325,219,35,40,31,52,38,35,58,56,430,dakram
167,385,43,34,30,59,33,28,55,48,279,245,41,43,39,53,38,40,54,52,390,dakram
168,346,42,39,32,60,34,32,56,53,300,224,39,41,38,53,32,37,59,55,417,dakram
169,345,47,41,33,53,39,34,63,55,285,214,38,43,40,59,38,40,58,56,409,dakram
170,359,44,41,31,51,37,36,61,54,281,222,39,46,36,54,40,37,57,54,409,dakram
171,376,45,39,30,52,39,32,61,51,271,238,42,46,38,52,45,37,58,54,385,dakram
172,382,44,38,30,54,40,30,59,51,265,245,39,47,38,53,42,39,57,53,382,dakram
173,376,42,38,29,53,40,32,63,54,268,248,38,43,35,52,43,37,58,52,389,dakram
174,371,46,42,30,51,41,34,63,53,264,236,40,45,37,56,45,37,57,52,390,dakram
175,383,40,38,29,52,40,31,65,52,264,243,42,45,36,54,38,35,58,54,389,dakram
176,459,51,40,29,45,53,31,59,42,186,260,51,51,42,54,61,45,66,55,309,dakram
177,372,45,40,30,55,43,34,62,51,263,229,41,48,37,56,43,38,60,55,387,dakram
178,455,53,43,33,46,47,32,55,44,188,276,50,52,38,53,55,42,63,53,312,dakram
179,444,52,40,33,47,52,32,60,43,191,261,48,49,41,55,57,45,64,56,318,dakram
180,439,55,40,34,51,51,31,59,41,195,258,50,50,40,54,57,44,65,56,322,dakram
181,450,54,39,33,48,48,32,55,44,193,258,51,52,43,53,56,46,63,56,317,dakram
182,461,47,39,29,45,44,24,55,46,205,296,44,48,39,51,58,40,56,51,312,dakram
183,410,43,38,31,76,37,21,39,35,265,263,41,44,35,56,52,36,56,50,363,dakram
184,347,46,37,36,78,36,29,46,44,295,211,34,43,37,55,53,41,59,56,408,dakram
185,561,39,30,22,36,37,27,49,41,153,401,43,42,37,45,47,39,51,45,246,damvo
186,486,44,37,25,46,43,34,56,45,179,311,47,50,37,53,46,37,61,56,297,damvo
187,465,48,35,30,48,43,34,61,48,183,283,51,50,37,59,49,40,64,57,305,damvo
188,469,43,35,24,44,43,34,63,48,192,277,53,51,40,54,50,38,64,57,311,damvo
189,463,46,37,27,46,43,34,62,47,189,280,51,50,39,55,52,38,62,55,312,damvo
190,456,45,41,29,49,43,34,62,49,188,274,52,53,39,52,52,39,66,57,311,damvo
191,467,45,38,26,47,45,36,60,47,185,286,49,52,37,57,50,36,64,57,307,damvo
192,467,45,38,25,46,44,35,60,49,185,277,51,50,38,56,56,37,68,57,304,damvo
193,470,45,40,25,44,41,33,62,48,187,290,48,53,36,56,53,36,66,55,302,damvo
194,479,42,35,26,46,44,31,60,46,185,292,50,53,37,53,55,36,63,56,300,damvo
195,478,45,39,27,45,41,34,58,46,182,291,49,53,37,55,54,38,62,57,299,damvo
196,563,39,32,23,36,37,27,50,39,150,396,42,42,36,48,48,39,50,45,250,damvo
197,481,43,37,25,45,43,31,61,45,183,292,52,51,38,53,54,37,66,55,297,damvo
198,553,40,33,22,36,40,28,49,39,154,388,45,45,37,49,47,38,50,47,249,damvo
199,560,39,33,21,36,39,27,53,40,148,397,45,46,36,47,45,35,52,44,248,damvo
