,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,name
33,161,55,48,51,85,39,52,77,73,354,95,23,32,35,69,25,35,68,71,543,9332898
34,163,51,46,47,87,41,52,79,75,355,100,26,31,32,67,26,35,66,69,542,9332898
35,161,54,47,50,83,40,54,77,71,357,99,25,31,32,67,26,34,67,70,544,9332898
36,161,53,46,48,87,39,51,77,74,357,97,24,31,31,70,24,35,69,70,544,9332898
37,196,56,49,48,75,38,44,75,71,343,123,30,37,32,69,33,34,68,67,503,9336923
38,200,53,50,41,75,38,45,76,73,345,126,29,38,30,64,33,30,69,63,513,9336923
39,192,55,50,43,73,37,43,75,72,353,125,30,38,28,66,32,32,67,65,512,9336923
40,186,56,50,43,73,39,45,79,71,354,121,29,35,30,65,30,34,68,63,519,9336923
41,194,56,51,43,72,40,45,72,71,350,125,30,39,30,61,31,32,67,67,512,9336923
42,190,55,49,44,72,41,44,75,73,352,118,31,39,30,69,32,33,67,65,511,9336923
43,188,57,49,45,74,38,45,79,72,347,118,29,37,31,67,32,33,66,66,516,9336923
44,187,56,50,46,78,37,44,76,72,350,124,30,36,29,66,28,32,65,64,522,9336923
45,194,56,48,43,70,40,45,73,71,353,121,30,36,29,67,31,32,67,64,518,9336923
46,188,55,52,43,77,41,45,73,73,349,122,30,34,30,69,31,34,66,65,514,9336923
47,192,54,50,45,77,40,45,76,73,343,123,28,37,32,66,31,33,68,63,514,9336923
48,201,54,51,43,76,39,45,75,71,339,128,30,38,30,66,34,34,65,63,507,9336923
49,188,58,50,47,74,39,47,74,72,346,122,31,35,31,69,29,31,68,65,514,9336923
50,199,57,48,46,74,39,43,76,70,343,126,29,36,30,67,31,32,66,65,514,9336923
51,174,57,49,47,78,40,47,76,74,352,115,28,36,30,67,28,33,67,63,528,9336923
52,184,55,50,47,75,38,43,78,72,353,123,28,35,30,65,29,33,67,64,519,9336923
53,180,57,53,44,75,39,44,76,72,355,116,29,35,30,70,30,34,68,65,519,9336923
54,182,57,50,45,76,39,47,77,73,349,119,29,35,30,67,29,32,69,65,519,9336923
55,191,55,49,42,76,40,44,76,71,349,123,30,37,29,67,32,33,66,63,516,9336923
56,194,58,50,46,71,38,46,77,72,342,125,30,38,28,66,30,32,67,63,514,9336923
57,99,46,45,58,107,29,62,79,84,386,85,18,25,27,70,18,34,69,69,581,9338446
58,82,36,44,47,95,24,52,87,101,427,76,13,20,24,69,12,28,67,70,617,9338446
59,87,38,41,45,111,27,53,85,88,420,76,12,19,22,68,12,26,65,71,622,9338446
60,86,42,42,51,107,24,54,80,86,422,80,11,20,23,67,14,28,65,68,618,9338446
61,97,42,41,52,105,27,55,81,84,410,81,15,21,23,68,16,28,64,67,612,9338446
62,103,43,45,53,106,28,56,79,82,399,87,15,24,26,65,18,31,68,66,595,9338446
63,119,49,46,54,104,31,54,78,79,380,91,17,25,29,68,20,33,69,67,577,9338446
64,116,49,45,56,102,28,56,78,82,384,93,19,24,28,68,21,31,65,65,580,9338446
65,104,50,46,58,106,29,54,77,83,388,89,16,25,28,68,20,33,63,65,588,9338446
66,110,50,47,58,109,26,56,75,79,384,91,18,26,28,68,19,32,66,65,583,9338446
67,99,45,45,53,109,30,58,80,85,392,85,18,24,26,67,20,33,69,72,582,9338446
68,102,48,47,56,108,28,59,78,83,386,88,18,24,27,67,18,32,66,67,587,9338446
69,103,47,45,58,105,30,61,81,82,384,89,16,24,27,70,21,31,66,69,583,9338446
70,100,44,44,56,111,27,59,82,85,387,85,17,24,28,68,19,32,67,67,587,9338446
71,96,45,47,57,106,29,59,79,84,393,84,17,25,28,68,18,32,68,71,587,9338446
72,92,46,44,54,110,29,60,82,83,394,83,16,24,25,65,19,32,68,71,591,9338446
73,100,44,46,55,109,29,55,78,83,395,87,16,26,27,68,19,33,64,68,587,9338446
74,99,44,45,52,107,29,60,80,86,393,85,17,25,27,67,21,32,65,69,588,9338446
75,112,46,41,52,108,29,59,80,81,387,89,16,24,26,67,19,33,66,70,586,9338446
76,123,49,46,51,102,33,57,77,76,381,91,19,26,26,66,21,33,68,69,575,9338454
77,126,55,46,54,96,34,53,78,77,374,92,19,25,28,67,20,33,67,66,576,9338454
78,129,51,46,51,98,36,52,77,76,381,93,19,27,29,68,22,32,68,67,571,9338454
79,127,52,46,52,100,34,54,75,74,381,91,20,26,29,67,21,33,66,68,574,9338454
80,132,51,46,49,96,35,55,76,76,379,93,18,26,30,67,20,34,67,67,572,9338454
81,131,52,48,50,99,34,54,78,73,376,90,20,26,28,68,22,33,67,70,569,9338454
82,129,51,46,53,96,35,54,77,76,377,90,19,26,29,65,22,34,68,70,572,9338454
83,131,51,49,52,99,36,54,78,74,371,93,19,27,27,66,21,32,69,68,573,9338454
84,125,51,47,53,99,33,54,76,77,381,91,19,26,29,67,19,32,67,66,578,9338454
85,122,52,47,54,100,33,56,77,74,380,89,20,26,27,70,21,33,65,69,575,9338454
86,126,49,45,52,107,32,54,76,77,375,91,19,26,27,69,22,33,67,67,573,9338454
87,128,50,46,52,104,33,53,76,77,376,92,18,26,27,67,20,33,67,69,576,9338454
88,136,52,48,51,98,35,57,75,74,368,94,20,27,28,66,20,33,67,70,569,9338454
89,129,51,47,51,101,33,54,75,76,378,94,18,26,28,67,21,32,69,65,576,9338454
90,128,50,47,49,101,33,55,78,77,376,91,17,26,28,67,21,33,64,68,580,9338454
91,129,52,46,51,99,33,54,75,76,381,92,18,26,27,68,21,33,65,68,576,9338454
92,133,53,44,53,101,32,53,72,74,380,94,19,27,29,65,21,33,65,65,576,9338454
93,121,49,46,52,100,34,57,76,78,381,91,19,25,29,65,22,34,65,67,578,9338454
94,127,50,47,52,98,35,54,77,76,377,88,18,25,27,69,21,36,69,70,571,9338454
95,128,52,49,53,95,31,55,80,78,375,92,18,26,29,67,22,35,69,68,570,9338454
96,228,52,44,41,86,44,58,85,68,290,126,26,33,28,72,29,35,74,71,500,9338462
97,248,49,45,40,90,43,54,80,66,279,139,27,34,26,73,28,32,76,69,491,9338462
98,239,52,45,39,87,45,52,79,65,292,135,26,30,27,72,29,36,72,69,498,9338462
99,231,50,43,40,87,42,55,84,68,294,135,25,29,26,69,27,36,70,69,508,9338462
100,233,53,46,43,90,43,55,81,68,283,137,26,31,26,71,28,33,72,68,505,9338462
101,239,54,44,41,86,45,53,83,70,279,133,27,33,26,74,26,34,75,71,497,9338462
102,229,53,44,42,87,44,56,81,71,288,128,26,33,25,76,27,33,75,70,503,9338462
103,243,50,44,41,87,48,55,79,69,278,135,28,35,27,73,28,35,75,72,488,9338462
104,224,54,45,42,87,46,57,84,71,285,123,27,34,28,75,29,38,76,73,492,9338462
105,221,53,47,42,84,43,57,81,72,295,132,23,31,29,72,26,34,73,71,503,9338462
106,213,52,48,40,84,45,54,84,75,301,128,25,30,28,74,30,35,72,70,502,9338462
107,238,53,42,40,89,46,57,85,70,274,128,29,31,26,71,31,36,76,71,497,9338462
108,207,51,45,40,84,46,53,83,78,308,124,25,31,25,71,27,34,76,73,508,9338462
109,212,51,45,41,87,44,56,82,75,301,126,23,33,27,71,29,35,72,71,507,9338462
110,211,52,43,38,84,41,54,84,75,313,128,25,32,26,70,26,35,71,68,514,9338462
111,208,51,47,42,82,41,54,82,74,314,119,24,33,26,70,29,34,76,69,514,9338462
112,223,52,45,38,90,48,58,82,70,289,123,25,32,26,73,29,35,74,71,508,9338462
113,245,49,41,38,90,43,55,81,68,284,137,28,30,26,71,30,35,70,68,499,9338462
114,227,54,44,42,88,42,54,81,70,294,130,24,30,26,71,27,37,73,70,507,9338462
115,233,51,44,41,89,46,56,81,67,288,129,27,32,26,70,28,36,74,68,505,9338462
116,169,56,50,53,84,37,51,72,70,353,110,26,28,36,64,29,41,65,63,533,9338489
117,177,56,48,52,84,33,49,71,71,355,118,26,31,36,65,27,35,64,61,532,9338489
118,171,56,45,52,84,35,48,70,72,361,119,25,31,38,64,26,37,62,60,534,9338489
119,172,57,50,53,81,35,46,71,71,360,116,26,33,35,67,28,36,62,63,530,9338489
120,170,58,48,52,87,34,51,69,71,355,112,25,32,36,68,25,38,63,59,537,9338489
121,176,55,48,51,83,35,51,71,70,355,116,26,32,36,66,30,38,61,61,529,9338489
122,180,56,46,52,83,33,49,68,70,358,117,26,32,37,59,27,37,60,61,538,9338489
123,169,54,50,52,81,32,50,76,79,353,116,25,31,36,64,28,38,62,62,531,9338489
124,180,59,48,51,83,31,50,70,70,353,119,26,31,37,65,28,36,61,63,530,9338489
125,167,59,49,56,86,34,52,67,71,354,117,25,29,36,66,26,39,63,64,531,9338489
126,179,56,47,55,82,33,49,71,72,351,122,27,31,37,67,28,37,58,60,530,9338489
127,178,58,50,53,84,34,49,67,69,353,118,27,34,35,63,27,37,62,59,533,9338489
128,188,59,48,54,79,33,48,66,67,354,123,27,33,38,63,26,37,60,62,526,9338489
129,180,56,48,51,87,35,53,70,69,346,119,26,31,35,62,28,38,62,59,535,9338489
130,176,59,50,53,85,36,50,69,68,349,115,24,29,38,66,28,40,62,62,531,9338489
131,172,57,48,54,84,34,51,70,68,356,115,26,30,37,62,27,38,62,61,537,9338489
132,181,56,49,50,84,37,49,70,69,351,118,25,32,38,64,29,37,64,61,528,9338489
133,174,52,49,50,85,33,51,71,72,357,117,26,33,35,64,26,37,62,63,533,9338489
134,171,57,46,54,85,32,51,69,70,360,117,26,32,34,62,28,38,60,62,536,9338489
135,182,55,50,49,83,33,47,70,73,351,123,26,31,37,63,29,35,63,62,526,9338489
136,168,48,44,46,91,30,51,71,68,380,108,23,28,31,72,20,34,61,62,555,9338497
137,164,47,45,46,88,30,48,74,70,384,108,22,28,33,71,19,36,62,62,553,9338497
138,151,51,45,48,90,31,50,72,73,384,106,22,29,31,70,19,33,63,62,560,9338497
139,157,46,42,44,92,30,48,74,73,389,105,24,28,31,67,21,31,63,64,560,9338497
140,153,47,45,46,90,30,49,74,73,387,104,23,26,32,68,21,34,65,63,559,9338497
141,148,47,45,49,95,29,50,73,71,387,103,26,27,29,70,20,32,63,63,561,9338497
142,161,47,43,48,91,30,48,71,70,387,108,22,28,32,67,23,34,60,63,558,9338497
143,149,49,44,50,95,29,50,72,72,386,103,21,25,31,70,21,34,63,63,563,9338497
144,149,47,42,46,91,31,51,75,74,388,102,20,28,33,69,20,34,64,65,561,9338497
145,161,46,44,46,89,29,46,72,73,391,107,21,31,33,68,20,31,62,62,560,9338497
146,153,49,43,45,92,30,48,73,72,389,104,21,27,34,68,20,34,62,61,564,9338497
147,153,46,45,48,96,31,51,72,72,382,105,22,28,31,68,21,33,63,63,561,9338497
148,157,49,45,50,92,27,49,71,71,383,105,22,28,33,71,19,34,61,62,560,9338497
149,156,49,46,49,95,29,49,70,69,383,107,22,29,32,69,20,35,61,60,561,9338497
150,152,48,45,47,96,31,48,73,69,386,106,21,29,28,68,21,33,63,61,565,9338497
151,160,49,43,48,91,29,49,73,70,383,107,22,27,30,69,20,33,64,64,558,9338497
152,153,47,45,46,93,29,47,72,72,390,104,20,28,29,70,20,34,62,64,563,9338497
153,154,45,43,46,96,32,49,71,72,387,109,21,28,31,66,20,34,63,61,562,9338497
154,154,48,45,49,96,27,49,73,70,384,106,20,26,33,71,21,33,63,60,561,9338497
155,157,47,43,47,93,28,50,70,69,391,106,21,27,32,69,21,34,65,63,557,9338497
156,160,46,41,40,80,38,49,78,75,388,104,21,26,24,60,24,31,67,67,572,9338519
157,147,46,43,41,81,35,50,83,78,391,95,21,27,27,64,21,30,66,68,577,9338519
158,140,46,43,42,84,34,51,79,78,398,96,21,29,25,61,21,31,66,67,579,9338519
159,151,46,44,40,81,34,48,82,75,394,98,20,28,26,63,20,33,67,67,573,9338519
160,147,43,43,41,79,36,49,83,78,395,97,22,27,25,59,20,29,68,69,577,9338519
161,145,47,43,44,80,35,49,80,79,393,95,22,27,25,61,21,30,66,67,581,9338519
162,149,46,42,39,81,36,50,83,76,393,98,21,27,24,65,21,29,68,69,572,9338519
163,149,45,42,42,81,35,50,83,78,390,100,21,27,24,61,20,30,69,67,575,9338519
164,153,46,41,40,79,36,49,79,76,394,98,21,28,25,63,20,29,67,70,573,9338519
165,147,45,44,41,79,36,50,82,77,394,97,21,26,26,64,21,29,69,68,573,9338519
166,153,47,42,43,78,35,47,80,77,393,100,20,27,27,62,22,32,65,68,572,9338519
167,154,46,40,41,78,35,50,81,74,395,101,21,26,26,61,20,30,68,70,573,9338519
168,153,46,41,42,78,32,48,79,77,398,101,22,27,25,62,19,30,69,67,574,9338519
169,147,44,43,40,81,37,46,82,77,398,96,22,27,24,61,21,29,67,67,580,9338519
170,145,45,43,41,84,35,47,83,79,393,97,21,26,26,61,21,31,68,67,578,9338519
171,152,47,42,42,76,37,49,83,75,393,96,21,27,26,64,22,29,69,67,574,9338519
172,152,46,43,39,79,34,48,81,77,396,98,20,28,27,63,21,32,66,66,573,9338519
173,150,48,43,40,79,34,49,81,75,396,94,21,27,25,64,20,30,67,67,579,9338519
174,139,48,42,41,84,35,50,82,79,394,94,21,26,24,60,22,29,65,69,585,9338519
175,146,48,41,43,80,33,52,82,76,393,98,20,25,26,65,21,29,65,66,581,9338519
176,163,59,49,53,81,39,51,72,72,355,111,25,32,34,63,27,35,68,69,530,9338527
177,164,58,50,53,79,35,48,73,73,361,112,27,34,34,62,27,36,67,69,527,9338527
178,171,58,49,52,74,40,50,73,72,358,112,27,36,32,62,30,37,69,67,524,9338527
179,164,57,50,52,77,39,49,75,71,361,113,27,36,32,60,29,37,69,69,523,9338527
180,173,57,49,52,75,38,50,76,71,354,118,27,34,33,61,29,36,67,69,520,9338527
181,171,56,50,49,78,39,51,73,71,355,111,27,36,33,65,30,35,66,71,521,9338527
182,170,58,50,52,77,38,48,74,72,357,113,27,34,36,62,28,37,68,69,521,9338527
183,164,60,54,50,76,38,51,75,71,356,110,25,34,34,63,29,36,70,72,522,9338527
184,155,58,52,52,83,37,51,75,73,359,106,27,37,35,65,27,37,68,68,526,9338527
185,159,56,50,51,81,38,51,74,74,362,110,26,33,33,65,29,35,72,70,521,9338527
186,158,58,53,51,78,41,50,76,71,359,107,26,35,31,66,29,36,70,70,526,9338527
187,170,57,51,50,80,38,47,72,70,360,114,25,32,33,65,29,37,68,70,521,9338527
188,164,57,51,53,78,37,50,73,74,357,108,29,35,33,64,26,37,70,69,523,9338527
189,165,62,50,54,80,37,50,69,73,356,112,25,34,31,65,27,35,68,69,529,9338527
190,164,58,50,49,81,38,47,74,73,360,111,26,36,34,60,30,34,69,69,526,9338527
191,168,55,50,52,80,39,50,75,69,357,116,26,31,32,62,28,35,68,72,526,9338527
192,158,60,49,55,79,38,50,75,72,359,113,25,31,32,63,25,35,69,68,533,9338527
193,162,57,50,53,79,40,50,74,72,358,110,25,34,33,63,28,36,68,70,528,9338527
194,161,57,50,53,80,39,50,76,73,357,111,26,33,31,63,28,35,70,70,528,9338527
195,162,56,52,52,81,38,51,74,73,357,107,25,36,34,63,28,35,69,70,526,9338527
196,144,41,46,34,86,43,58,97,90,357,97,17,28,21,76,20,28,76,78,554,9338535
197,160,35,42,31,80,40,54,95,90,368,110,16,25,20,68,21,26,73,76,559,9338535
198,155,36,41,32,82,39,53,95,88,373,106,14,23,20,72,18,27,76,73,565,9338535
199,151,38,39,32,83,37,54,96,89,375,103,16,26,20,72,20,27,77,76,556,9338535
