,0,1,2,3,4,5,6,7,8,9,name
63,57,74,46,80,147,89,52,93,88,270,13
64,62,76,46,80,139,88,54,92,86,273,13
65,55,74,48,83,134,93,56,95,87,271,13
66,58,74,46,81,152,90,51,90,88,266,13
67,59,73,45,80,153,90,51,90,88,266,13
68,63,78,46,69,131,83,48,93,97,287,13
69,60,76,37,60,107,80,49,100,125,301,13
70,58,75,45,77,131,93,55,95,90,276,14
71,60,76,46,74,126,88,54,95,93,283,14
72,63,77,46,73,124,86,53,97,93,284,14
73,60,75,46,73,128,87,53,95,94,285,14
74,57,75,44,73,134,87,53,98,92,280,14
75,55,72,43,75,139,88,53,96,95,278,14
76,59,73,45,75,134,86,53,95,94,279,14
77,58,74,44,79,134,89,53,96,91,277,14
78,59,74,45,77,133,87,54,95,92,280,14
79,61,76,45,76,124,91,57,94,91,279,14
80,61,76,44,75,132,87,51,97,92,280,14
81,60,76,44,74,134,86,52,96,92,280,14
82,69,82,42,62,109,77,49,99,102,304,14
83,64,79,33,48,80,74,47,107,138,326,14
84,63,80,47,69,114,77,51,99,98,298,15
85,65,82,46,64,110,76,51,100,99,301,15
86,63,80,46,67,114,76,52,99,98,300,15
87,62,79,46,68,119,79,51,98,96,295,15
88,62,80,47,68,119,81,51,98,96,293,15
89,62,81,46,69,115,78,51,100,97,296,15
90,62,80,48,69,114,78,52,99,97,296,15
91,63,80,47,68,114,77,52,100,97,297,15
92,61,79,46,70,118,80,53,99,95,292,15
93,61,79,46,69,117,78,52,100,97,295,15
94,62,80,46,68,117,79,52,99,95,296,15
95,64,81,44,66,116,75,52,99,98,299,15
96,55,75,48,76,126,88,59,98,90,279,15
97,51,74,47,78,129,95,59,97,91,275,15
98,59,74,42,63,111,85,53,102,107,299,16
99,61,75,41,62,111,87,53,101,106,299,16
100,60,75,40,62,114,90,53,100,104,296,16
101,62,76,40,59,108,84,53,101,108,304,16
102,61,77,42,59,106,83,52,103,107,305,16
103,60,77,42,62,111,87,52,102,104,297,16
104,60,75,41,62,111,90,53,103,104,297,16
105,59,77,41,63,109,90,55,102,103,297,16
106,61,77,41,64,105,88,55,101,104,299,16
107,60,77,42,64,106,81,55,103,105,303,16
108,60,77,41,60,112,84,52,103,106,300,16
109,59,75,41,61,115,87,51,103,105,298,16
110,53,73,41,61,122,89,52,102,109,292,16
111,49,68,40,64,131,94,51,102,109,286,16
112,56,72,45,71,128,85,55,98,98,286,17
113,58,74,44,72,128,88,55,96,96,284,17
114,57,73,44,72,133,90,54,97,96,280,17
115,50,68,44,72,142,93,55,99,96,276,17
116,59,74,43,69,127,88,51,98,97,287,17
117,56,74,44,69,130,90,52,98,97,285,17
118,54,71,44,72,137,90,54,98,96,279,17
119,55,72,46,72,131,86,55,97,97,284,17
120,56,72,45,73,127,87,56,99,97,283,17
121,53,72,44,74,127,90,55,98,98,284,17
122,59,76,45,67,122,87,53,100,98,287,17
123,58,75,44,69,125,85,53,99,98,288,17
124,56,74,45,70,123,91,55,100,98,284,17
125,50,70,45,73,135,100,54,99,95,274,17
126,58,75,43,70,114,93,55,99,97,292,18
127,60,77,42,67,117,91,54,98,99,291,18
128,60,76,41,67,120,90,53,99,98,292,18
129,58,77,41,67,121,91,52,98,98,291,18
130,58,75,41,68,122,95,53,97,97,289,18
131,59,75,42,69,123,94,52,97,97,288,18
132,59,75,42,69,122,92,54,97,96,288,18
133,61,79,43,67,115,86,54,98,98,294,18
134,51,70,42,71,124,94,56,103,101,284,18
135,62,80,45,64,103,79,54,100,102,305,18
136,60,76,42,69,121,92,52,97,96,289,18
137,58,75,41,69,124,93,51,98,97,288,18
138,53,73,40,67,128,100,52,97,99,286,18
139,50,68,39,72,140,112,51,93,97,273,18
140,54,69,46,82,148,97,56,93,86,264,19
141,55,70,44,78,145,99,57,93,86,267,19
142,57,71,43,76,142,96,55,93,88,273,19
143,58,72,43,75,136,95,54,93,90,278,19
144,58,73,44,74,134,95,54,95,91,278,19
145,44,62,42,78,158,107,59,98,89,257,19
146,59,74,43,74,131,95,56,94,90,279,19
147,57,72,44,76,133,96,56,94,89,277,19
148,59,73,45,75,132,92,55,95,91,277,19
149,53,71,43,77,140,95,56,96,90,273,19
150,60,75,45,73,129,91,54,96,91,281,19
151,54,71,44,76,142,95,55,96,90,273,19
152,55,73,49,75,134,94,59,95,87,275,19
153,52,69,46,78,140,102,56,94,89,269,19
154,61,79,47,75,126,87,52,94,91,284,2
155,61,77,46,77,129,86,53,94,91,282,2
156,59,76,46,81,136,91,53,92,88,275,2
157,58,75,46,82,142,92,53,93,86,268,2
158,56,73,48,83,143,94,54,90,86,267,2
159,56,74,49,84,143,95,55,91,85,264,2
160,57,75,48,82,142,92,54,92,85,268,2
161,58,75,48,80,143,90,54,93,86,269,2
162,60,77,47,77,134,87,55,94,88,276,2
163,61,78,47,74,127,85,55,96,91,281,2
164,56,75,48,83,144,95,55,90,85,264,2
165,57,74,47,84,145,94,54,91,85,264,2
166,61,79,47,73,133,88,52,93,91,279,2
167,59,78,44,74,126,92,53,94,98,277,2
168,58,75,44,65,110,84,54,103,104,297,20
169,57,74,43,69,116,91,53,101,101,291,20
170,58,74,42,67,114,90,53,100,103,294,20
171,60,75,43,67,113,89,52,100,103,293,20
172,59,77,41,66,112,88,53,100,103,296,20
173,59,77,42,64,113,85,52,101,104,298,20
174,59,76,42,65,116,85,53,101,103,295,20
175,59,74,43,66,110,85,54,101,103,299,20
176,60,77,42,65,107,82,54,103,104,302,20
177,61,78,44,64,103,80,52,103,105,306,20
178,62,77,41,63,111,85,51,102,104,299,20
179,61,78,40,64,113,85,50,101,104,298,20
180,55,72,39,63,118,94,51,103,106,294,20
181,52,70,40,67,126,98,53,99,105,285,20
182,64,90,62,88,162,79,32,83,75,258,20
183,67,83,46,70,115,78,50,97,94,295,21
184,65,81,47,71,123,82,49,95,93,289,21
185,63,80,47,73,131,84,50,95,90,283,21
186,63,78,47,75,133,85,49,94,89,281,21
187,58,75,49,78,140,86,51,96,89,275,21
188,63,78,49,74,132,83,50,96,90,281,21
189,63,80,48,71,127,84,51,96,91,284,21
190,62,79,49,70,126,84,51,98,91,285,21
191,61,77,46,72,134,84,52,96,90,282,21
192,66,80,45,70,120,78,51,98,93,294,21
193,62,79,49,73,133,84,50,94,90,281,21
194,55,75,49,76,144,88,51,96,89,273,21
195,64,82,49,69,131,84,50,95,91,282,21
196,59,78,45,68,122,86,52,97,102,286,21
197,59,79,46,69,119,84,56,97,95,291,22
198,66,83,45,64,110,77,54,98,96,302,22
199,66,82,45,64,113,78,53,98,96,300,22
